ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),Æò±ÕÃÖ°í±â¿Â(¡ÆC),Æò±ÕÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â ³ªÅ¸³­³¯(yyyymmdd),ÃÖÀú±â¿Â ³ªÅ¸³­³¯(yyyymmdd),Æò±Õ¼öÁõ±â¾Ð(hPa),ÃÖ°í¼öÁõ±â¾Ð(hPa),ÃÖÀú¼öÁõ±â¾Ð(hPa),ÃÖ°í¼öÁõ±â¾Ð ³ªÅ¸³­³¯(yyyymmdd),ÃÖÀú¼öÁõ±â¾Ð ³ªÅ¸³­³¯(yyyymmdd),Æò±ÕÀÌ½½Á¡¿Âµµ(¡ÆC),Æò±Õ»ó´ë½Àµµ(%),ÃÖ¼Ò»ó´ë½Àµµ(%),ÃÖ¼Ò»ó´ë½Àµµ ³ªÅ¸³­³¯(yyyymmdd),¿ùÇÕ°­¼ö·®(00~24h¸¸)(mm),ÀÏÃÖ´Ù°­¼ö·®(mm),1½Ã°£ÃÖ´Ù°­¼ö·®(mm),10ºÐÃÖ´Ù°­¼ö·®(mm),ÀÏÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),1½Ã°£ÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),10ºÐÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),Æò±ÕÇ³¼Ó(m/s),ÃÖ´ëÇ³¼Ó(m/s),ÃÖ´ë¼ø°£Ç³¼Ó(m/s),ÃÖ´ëÇ³¼Ó Ç³Çâ(16¹æÀ§),ÃÖ´ë¼ø°£Ç³¼Ó Ç³Çâ(16¹æÀ§),ÃÖ´ëÇ³¼Ó ³ªÅ¸³­³¯(yyyymmdd),ÃÖ´ë¼ø°£Ç³¼Ó ³ªÅ¸³­³¯(yyyymmdd),ÃÖ´ÙÇ³Çâ(16¹æÀ§),ÇÕ°è ÀÏÁ¶½Ã°£(hr),ÀÏÁ¶À²(%),ÇÕ°è ÀÏ»ç·®(MJ/m2),ÃÖ½ÉÀû¼³(cm),ÃÖ½É½ÅÀû¼³(cm),3½Ã°£½ÅÀû¼³ÇÕ(cm),ÃÖ½ÉÀû¼³ ³ªÅ¸³­³¯(yyyymmdd),ÃÖ½É½ÅÀû¼³ ³ªÅ¸³­³¯(yyyymmdd)
185,°í»ê,2017-12,7.2,9.7,4.6,16.2,.7,20171224,20171212,6.9,14.8,4.2,20171224,20171215,1.3,67,39,20171215,16.7,5.2,,,20171205,,,9.1,25.3,32.5,340,340,20171224,20171216,340,121.6,39.15,141.71,,,,,
185,°í»ê,2018-01,4.9,7.4,2.5,16.1,-2.7,20180115,20180124,6.5,16.6,3.8,20180116,20180127,.2,73,38,20180102,47.7,27.7,,,20180116,,,9.2,24.9,32.8,340,340,20180110,20180110,360,111.6,35.16,150.58,,,,,
185,°í»ê,2018-02,5.5,8.2,2.8,15,-2.5,20180228,20180204,6.1,16.8,3.1,20180228,20180205,-.6,66,36,20180222,75,66.7,,,20180228,,,8.6,25.2,31.8,250,340,20180228,20180211,340,137.9,44.77,248.8,,,,,
185,°í»ê,2018-03,11,14.9,7.7,21.4,2.8,20180331,20180321,11.3,19.2,5,20180304,20180301,8.2,84,37,20180331,101.2,27.3,,,20180315,,,6,20.2,26.4,320,320,20180301,20180301,140,193.3,52.03,426.93,,,,,
185,°í»ê,2018-04,15.1,18.6,12.4,23.2,4.1,20180421,20180407,14.5,23.5,4.3,20180422,20180412,11.8,83,22,20180413,175.6,89.9,16.1,6.2,20180423,20180423,20180423,6.5,24.5,31.4,340,340,20180407,20180407,140,203.7,52.18,515.4,,,,,
185,°í»ê,2018-05,17.9,21.3,15,24.9,11.2,20180515,20180511,18,27.2,9.8,20180515,20180504,15.5,87,36,20180524,256.7,79.3,55.5,24.5,20180506,20180518,20180518,,21.3,26.1,340,340,20180502,20180502,110,144.8,33.66,451.38,,,,,
185,°í»ê,2018-06,21.3,24.7,18.8,27.2,15.2,20180609,20180601,22.4,30.4,14,20180626,20180622,19.1,89,49,20180622,186.7,61.3,15.3,7.8,20180628,20180628,20180628,4.1,17.2,21.2,320,290,20180628,20180628,180,208.8,48.57,525.16,,,,,
185,°í»ê,2018-07,26.5,29.5,24.4,33.8,19.4,20180721,20180708,30.4,35.6,21.2,20180724,20180708,24.3,89,53,20180721,20.8,18,6,1.6,20180706,20180706,20180706,4.9,14.8,21.5,90,70,20180703,20180703,180,272.9,62.33,622.74,,,,,
185,°í»ê,2018-08,27.7,31.1,25.3,35.5,22.6,20180802,20180824,31.7,38.5,23.4,20180805,20180818,25,86,49,20180814,127.2,84.6,18.4,4.8,20180823,20180823,20180823,6,28.1,37.1,320,160,20180823,20180823,160,297.6,71.78,601.57,,,,,
185,°í»ê,2018-09,23.4,26.3,21.1,30,17.1,20180901,20180925,23.7,36.1,11.6,20180901,20180910,19.9,82,28,20180911,136.6,55.4,13.4,6.4,20180913,20180913,20180901,5.1,18.9,23.5,340,20,20180907,20180930,90,166.3,44.76,394.68,,,,,
185,°í»ê,2018-10,17.6,20.2,15.2,24.2,10.7,20181004,20181031,14.4,29.8,8,20181005,20181021,12,71,41,20181013,121.2,103.1,11,4.8,20181005,20181005,20181005,6.7,27.1,34.7,20,20,20181006,20181006,50,220.6,62.6,390.77,,,,,
185,°í»ê,2018-11,14,16.7,11.4,20.3,5.9,20181115,20181122,11.6,22.5,6.1,20181108,20181121,8.7,72,33,20181120,42.1,24.1,,,20181108,,,5.4,20.1,25.3,340,320,20181108,20181108,50,190.4,60.64,292.36,,,,,
185,°í»ê,2018-12,8.7,11.2,6.4,21.9,.4,20181202,20181228,8.5,22.1,4,20181203,20181228,3.6,72,41,20181223,55,12.6,,,20181220,,,7.9,16.8,26.2,20,360,20181228,20181228,50,89.7,28.87,158.62,,,,,
185,°í»ê,2019-01,6.4,8.5,4.5,13.8,1.7,20190119,20190116,6.7,12.9,4.2,20190119,20190109,1,69,48,20190125,17.4,12.8,,,20190131,,,8.1,19,27.2,20,20,20190126,20190126,20,153.1,48.27,241.68,,,,,
185,°í»ê,2019-02,7.1,9.8,4.8,16.9,1.3,20190206,20190209,7.2,18.1,3.6,20190203,20190212,1.7,70,32,20190212,34.1,15.7,,,20190219,,,6.7,16.2,22.9,20,20,20190201,20190201,50,127.9,41.55,261.06,,,,,
185,°í»ê,2019-03,10.2,13.5,7.4,18,3.5,20190320,20190324,9.1,18.4,4.3,20190320,20190331,5,72,33,20190314,46,12.2,,,20190311,,,6.1,19.6,26.2,20,360,20190330,20190330,20,206.6,55.66,447.56,,,,,
185,°í»ê,2019-04,13.8,17.7,11,21.8,4.7,20190423,20190404,12.4,21.4,4.4,20190429,20190403,9.5,77,22,20190416,27.9,13.1,3.3,1.2,20190423,20190423,20190429,4,10.8,19.9,20,20,20190410,20190402,20,202.9,51.99,496.18,,,,,
185,°í»ê,2019-05,18,21.4,15,26.2,10.8,20190516,20190507,16,25.3,6.2,20190519,20190509,13.5,77,28,20190509,122.6,64.2,17.4,4.4,20190527,20190518,20190518,3.6,9,11.6,160,200,20190518,20190527,50,267.2,62.11,615.43,,,,,
185,°í»ê,2019-06,20.5,23.9,18.2,28.2,15.1,20190625,20190601,21.8,30.9,12.2,20190629,20190603,18.7,90,52,20190603,172.9,109.9,39.8,12.1,20190626,20190626,20190626,2.3,9.3,13.5,360,340,20190607,20190607,20,207,48.15,518.03,,,,,
185,°í»ê,2019-07,23.9,26.5,22.1,30.4,18.2,20190731,20190713,28.2,38.2,16.4,20190730,20190705,22.9,95,56,20190705,191.3,62.6,11.3,5.2,20190719,20190713,20190708,2.5,5,7.5,70,90,20190710,20190710,230,139.9,31.96,431.57,,,,,
185,°í»ê,2019-08,26.8,29.8,24.5,32.9,20.2,20190808,20190829,30.3,38.2,18.9,20190822,20190825,24.2,87,54,20190825,321.5,106.8,50.7,17.7,20190827,20190827,20190827,4.9,15.3,21.4,50,200,20190815,20190810,180,225.3,54.34,519.48,,,,,
185,°í»ê,2019-09,23.6,26.6,21.4,29.8,17.6,20190909,20190925,25.8,35.4,15.5,20190909,20190924,21.4,88,45,20190919,400.1,67.9,38.8,18.3,20190904,20190904,20190902,5.3,26.9,37.7,230,200,20190907,20190907,70,180.2,48.51,393.46,,,,,
185,°í»ê,2019-10,19.4,22.2,17,27.4,12.5,20191004,20191031,16.8,32.2,9.9,20191002,20191009,14.3,74,41,20191009,127.2,88.4,65.7,22.9,20191002,20191002,20191002,6.5,22.4,26.7,340,340,20191002,20191002,50,221.7,62.91,377.19,,,,,
185,°í»ê,2019-11,14.6,17.7,11.8,22.7,7,20191102,20191130,12.1,23.7,5.4,20191117,20191115,9.2,71,42,20191115,16.1,10,,,20191118,,,7,22.2,26,270,290,20191118,20191110,360,192.4,61.2,290.87,,,,,
185,°í»ê,2019-12,9.8,12.8,7.1,18.8,1.7,20191216,20191231,8.7,20,4.4,20191217,20191206,4.3,70,45,20191205,83.8,26.8,,,20191229,,,7.8,22.7,28.4,340,340,20191226,20191231,360,111.8,35.98,179.85,,,,,
185,°í»ê,2020-01,8.5,10.6,6.6,18.3,2.5,20200107,20200101,8.3,19.2,5.2,20200107,20200120,3.7,73,49,20200120,76.1,37,,,20200122,,,8.1,26.6,29.6,270,290,20200107,20200108,340,84.7,26.72,176.89,,,,,
185,°í»ê,2020-02,8.9,11.9,5.9,20.1,-.1,20200215,20200217,8.9,17.8,4.1,20200225,20200206,4.5,75,36,20200215,41.6,14.9,,,20200212,,,7.8,26.8,32.5,340,320,20200217,20200217,340,163.7,51.3,297.91,,,,,
185,°í»ê,2020-03,10.7,13.8,7.8,19.4,4.2,20200325,20200316,9.7,19.2,4.6,20200326,20200305,5.9,73,32,20200320,61.2,26.8,,,20200326,,,7.5,22.4,26.3,340,320,20200310,20200310,360,215.5,57.91,446.79,,,,,
185,°í»ê,2020-04,12.3,15.5,9.6,20.9,6.6,20200430,20200406,9.8,17.6,5,20200430,20200409,6.1,68,29,20200426,32.5,12.7,6.5,2.4,20200411,20200417,20200417,7.5,18.4,23,340,340,20200413,20200413,360,273.8,70.03,597.68,,,,,
185,°í»ê,2020-05,17.4,21.3,14.6,25.6,11.3,20200523,20200513,17.2,26.4,5.5,20200518,20200507,14.9,87,24,20200507,90.3,41.8,13.8,4.8,20200509,20200509,20200509,5.3,17,19.5,290,290,20200519,20200519,140,197,45.74,527.07,,,,,
185,°í»ê,2020-06,21.5,24.6,19.1,29,13.9,20200609,20200602,23.6,30.4,15.3,20200627,20200608,20,92,50,20200608,290.5,100,43.2,12.2,20200613,20200613,20200613,4.7,22.1,25.5,250,250,20200629,20200629,140,158.3,36.81,439.79,,,,,
185,°í»ê,2020-07,23.1,25.8,21.2,29.5,18.8,20200731,20200705,26.8,37.4,16.5,20200730,20200702,22.1,94,64,20200702,247.8,92.4,36.2,12.4,20200707,20200707,20200709,5.2,19.3,22.3,270,270,20200723,20200723,160,130.6,29.85,410.76,,,,,
185,°í»ê,2020-08,27.7,30.6,25.7,32.9,22.8,20200822,20200822,33.8,38.2,25.8,20200811,20200831,26.1,92,66,20200824,181.2,67.4,50.2,20.7,20200826,20200822,20200822,5.9,23.5,27.7,160,160,20200826,20200826,160,242.2,58.53,549.59,,,,,
185,°í»ê,2020-09,22.5,25.5,19.9,32.5,16.4,20200901,20200921,23.2,34,12,20200901,20200920,19.6,85,41,20200920,132.8,37.2,12.3,3.8,20200902,20200902,20200902,5,45,49.2,200,270,20200902,20200902,110,180.3,48.57,385.26,,,,,
185,°í»ê,2020-10,18,20.7,15.6,25.8,12,20201002,20201031,14.3,23.5,8.1,20201004,20201015,12,69,38,20201015,34.7,30.9,8.6,2.3,20201021,20201021,20201021,6.3,19.4,23.5,50,50,20201023,20201023,70,236.3,67.19,412.32,,,,,
185,°í»ê,2020-11,14.1,16.9,11.4,24.4,6.5,20201117,20201130,12.3,25.2,5.6,20201118,20201124,9.2,74,40,20201109,19.4,5.9,,,20201102,,,7.1,19.6,23.6,50,50,20201127,20201127,70,166.2,52.96,271.98,,,,,
185,°í»ê,2020-12,7.8,10.4,5.4,16,-1.4,20201228,20201230,7.4,13.7,4.2,20201227,20201230,2.4,69,38,20201210,20.8,14,,,20201227,,,8,27.5,32.5,340,320,20201230,20201230,340,141.2,45.46,209.24,,,,,
185,°í»ê,2021-01,6.9,9.7,3.9,17.9,-2.8,20210121,20210108,7.5,16.4,4,20210122,20210109,2,72,42,20210127,72,24.2,,,20210123,,,9.8,25.9,32.1,340,340,20210128,20210128,340,135.4,42.66,220.48,,,,,
185,°í»ê,2021-02,9,12.8,6.1,19.8,-2.3,20210222,20210217,8.9,16.7,3.1,20210222,20210205,4.5,74,29,20210205,41.9,23.2,,,20210201,,,8.6,25.8,32.1,340,340,20210217,20210217,340,167.3,54.27,308.67,,,,,
185,°í»ê,2021-03,12,15.6,8.9,21,4.7,20210326,20210302,11.3,19.2,5,20210301,20210322,8.3,79,31,20210331,111.8,31.8,,,20210304,,,6.7,24,27.2,340,340,20210321,20210321,360,204.6,55.03,450.07,,,,,
185,°í»ê,2021-04,14.9,18.6,11.5,24.6,7.9,20210424,20210414,12.5,20.4,6.2,20210403,20210421,9.9,74,28,20210401,101.2,51.7,13.5,3.9,20210412,20210402,20210402,6.4,24.8,29.4,270,270,20210430,20210430,340,232.8,59.62,549.04,,,,,
185,°í»ê,2021-05,17.9,21.7,14.9,26.7,10.3,20210531,20210503,17.8,26.4,7,20210515,20210506,15.4,87,34,20210526,132.2,45.4,17.6,5.4,20210504,20210504,20210504,6.1,16.7,24.8,340,340,20210528,20210501,140,240.5,55.85,582.95,,,,,
185,°í»ê,2021-06,22.5,26.1,19.9,29.6,17.5,20210609,20210607,25.4,33.2,13.4,20210609,20210606,21.2,94,41,20210606,174.5,100.3,24.4,6.7,20210611,20210611,20210611,4.5,13.2,15.5,340,320,20210604,20210611,110,229.9,53.45,569.36,,,,,
185,°í»ê,2021-07,26.6,29.6,24.4,34.2,21.9,20210722,20210702,31.5,39.8,22.9,20210731,20210729,24.9,91,49,20210722,122.7,37,37,16.1,20210707,20210707,20210707,5.2,13.8,17.4,160,270,20210703,20210704,110,175.2,40.04,473.77,,,,,
185,°í»ê,2021-08,26.5,29.3,24.3,33.4,21.6,20210804,20210814,32.1,39.1,23.1,20210802,20210816,25.2,93,55,20210804,196.7,63.4,40.7,11.7,20210822,20210822,20210822,4.7,26.1,32.1,270,250,20210821,20210821,140,200.1,48.29,463.62,,,,,
185,°í»ê,2021-09,24.2,27.1,21.7,30.1,18.7,20210926,20210924,27,37.8,15.7,20210901,20210924,22.2,89,44,20210923,348,89.5,73.8,25.5,20210902,20210902,20210902,5,20.2,24.1,340,340,20210917,20210917,110,171.5,46.16,381.35,,,,,
185,°í»ê,2021-10,19.9,23.1,17.3,28.9,10.3,20211005,20211018,18.5,31.5,7.2,20211010,20211018,15.1,75,43,20211030,19.8,10.7,10.7,3.6,20211010,20211010,20211010,5.7,18,22.3,340,340,20211016,20211016,360,235.6,66.91,419.4,,,,,
185,°í»ê,2021-11,14.1,17.4,11.5,22.7,6.8,20211107,20211128,11.2,23.4,6,20211108,20211122,8.2,69,37,20211118,48.8,21.4,,,20211108,,,8.4,27.2,33,320,320,20211130,20211130,320,190.8,60.78,284.91,,,,,
185,°í»ê,2021-12,9.2,12,6.6,18,-.1,20211215,20211226,7.9,14,4.4,20211215,20211226,3.2,67,34,20211223,18.3,13.7,,,20211216,,,9.6,29,34.9,340,340,20211201,20211217,340,151.6,48.81,211.74,,,,,
185,°í»ê,2022-01,6.1,8.4,4.2,14.8,1.2,20220124,20220101,6.6,12.1,3.7,20220123,20220119,.8,70,35,20220119,31.6,17.4,,,20220105,,,8.1,23.5,31.5,340,340,20220111,20220111,340,149.2,47.01,250.23,,,,,
185,°í»ê,2022-02,5.2,7.7,2.9,13.5,-.7,20220228,20220218,5.7,11.2,3.6,20220228,20220204,-1.3,63,32,20220211,4.6,1.5,,,20220210,,,9,23.3,27.6,340,320,20220220,20220220,340,155.5,50.49,290.4,,,,,
185,°í»ê,2022-03,10.8,14.3,7.9,21,3.8,20220330,20220306,10.6,20.8,4.3,20220330,20220305,7,79,42,20220328,100.6,31.3,,,20220317,,,6.8,20.1,23.1,340,320,20220326,20220326,360,172.8,46.49,407.52,,,,,
185,°í»ê,2022-04,14.8,18.4,11.9,24.4,5.9,20220425,20220403,13.6,24,5.2,20220413,20220419,10.8,79,25,20220420,77.7,35.9,9.7,3.1,20220426,20220426,20220426,5.2,16.1,18.6,340,340,20220415,20220415,360,242.8,62.19,585.05,,,,,
185,°í»ê,2022-05,18.1,21.9,15.2,25.8,10.2,20220506,20220503,16.5,25,7.1,20220529,20220503,14.1,79,31,20220519,7.1,6.5,2.6,.8,20220513,20220513,20220513,4.8,12.8,15.1,340,360,20220513,20220514,360,271.9,63.2,650.8,,,,,
185,°í»ê,2022-06,22.1,25.1,19.9,28.4,16.3,20220630,20220609,25.2,36.5,12.8,20220630,20220601,21,95,52,20220604,172.8,83.7,18.9,7.6,20220624,20220624,20220624,5.3,18.5,20.8,270,270,20220624,20220624,140,173.3,40.3,515.65,,,,,
185,°í»ê,2022-07,27,30,24.7,34.3,22.3,20220729,20220726,33,41.7,24.3,20220714,20220720,25.6,93,57,20220729,258.4,93.2,47.8,13.8,20220730,20220711,20220730,5.2,15,18.4,290,270,20220721,20220718,140,256.8,58.67,593.74,,,,,
185,°í»ê,2022-08,27.7,30.2,25.8,32.1,20.1,20220830,20220829,33.7,41.5,18.5,20220806,20220828,25.8,90,55,20220830,143.2,61.1,27.7,9.1,20220817,20220817,20220802,5.6,17,19.2,290,290,20220817,20220817,180,246.1,59.36,540.24,,,,,
185,°í»ê,2022-09,23.8,26.8,21.4,31.1,17.6,20220914,20220922,23.8,35,11.1,20220905,20220926,19.8,80,38,20220908,361.9,183.1,64.6,17.4,20220904,20220904,20220904,5.8,37.3,42.5,340,340,20220906,20220906,50,179.5,48.32,410.16,,,,,
185,°í»ê,2022-10,18,20.9,15.5,27.7,10.7,20221003,20221025,14.5,29.7,7.1,20221003,20221025,11.9,68,18,20221001,8.4,5.9,2.2,.7,20221009,20221009,20221009,7.1,20.5,23.8,340,320,20221009,20221011,360,237.6,67.42,434.36,,,,,
185,°í»ê,2022-11,15.5,18.9,12.6,24.3,4,20221111,20221130,12.2,24.3,5.6,20221112,20221130,9.4,68,34,20221121,68.4,46.4,,,20221128,,,6.2,17.8,22.9,340,340,20221130,20221130,360,202.4,64.46,300.41,,,,,
185,°í»ê,2022-12,7.3,9.8,5,15.2,-.4,20221203,20221218,6.6,11.7,3.9,20221203,20221216,.7,64,19,20221209,22.9,7.5,,,20221221,,,9.9,26.3,32.4,320,320,20221218,20221222,340,100.2,32.25,179.74,,,,,
185,°í»ê,2023-01,6.8,9.7,3.9,17.8,-4.5,20230113,20230125,6.9,19.9,3.3,20230113,20230124,.9,67,40,20230130,56.1,34.1,,,20230113,,,8.2,27.4,34.7,320,340,20230124,20230124,340,109.9,34.64,215.08,,,,,
185,°í»ê,2023-02,7.4,9.9,5.1,14.7,1.4,20230218,20230221,7.3,15.5,3.3,20230217,20230221,1.9,69,36,20230209,55.4,20.6,,,20230212,,,7,19,23,320,340,20230219,20230225,50,122.4,39.77,304.15,,,,,
185,°í»ê,2023-03,11.6,14.5,8.6,19.9,3.4,20230311,20230303,9.8,19.1,3.7,20230322,20230330,5.9,70,20,20230330,42.7,12.2,,,20230317,,,5.9,20.9,27.9,340,320,20230313,20230312,50,199.3,53.69,486.89,,,,,
185,°í»ê,2023-04,14.6,18,11.5,22.4,7.7,20230420,20230408,12,21.3,2.4,20230419,20230413,8.9,72,10,20230422,102.7,54.9,8.3,2,20230405,20230405,20230405,6.9,24.4,31.1,290,290,20230416,20230416,140,192,49.19,519.64,,,,,
185,°í»ê,2023-05,17.7,20.8,15.3,25.5,11.1,20230526,20230509,17.1,26.4,5.2,20230530,20230502,14.6,84,19,20230502,298.9,116.4,16.5,5.1,20230504,20230504,20230504,5.4,20.2,32,290,290,20230515,20230515,140,153.4,35.66,524.98,,,,,
185,°í»ê,2023-06,21.2,23.6,19.3,27.8,15,20230624,20230605,22.1,29.3,10.6,20230629,20230604,18.9,88,35,20230604,272.3,65.7,17.4,11.8,20230630,20230630,20230630,4.7,12.3,19.6,110,140,20230625,20230625,160,143.6,33.4,511.63,,,,,
185,°í»ê,2023-07,25.7,27.8,23.9,31.6,21.6,20230731,20230706,30.6,34.8,24.4,20230716,20230722,24.4,93,58,20230731,170.8,56.2,23.2,9.7,20230708,20230708,20230708,5.6,14.3,17.4,250,160,20230708,20230718,160,86.5,19.76,440.79,,,,,
185,°í»ê,2023-08,27.3,30,25,33.5,22.3,20230802,20230831,29.4,35.2,20,20230822,20230831,23.7,81,56,20230814,203.6,80.9,37.5,15.3,20230830,20230830,20230830,5.1,22,25.9,340,340,20230810,20230810,50,273.3,65.92,654.25,,,,,
185,°í»ê,2023-09,24.9,27.7,22.6,30.5,16.2,20230904,20230930,24.7,33.4,15.1,20230916,20230930,20.7,79,44,20230905,76.1,19.9,14.8,7.6,20230903,20230913,20230903,4.4,19.9,25.4,270,270,20230916,20230916,50,203.4,54.75,524.14,,,,,
185,°í»ê,2023-10,19,22.1,16.6,25.7,13.9,20231026,20231028,14.3,20.8,5.6,20231003,20231012,12.1,65,24,20231012,2.8,1.4,.9,.4,20231007,20231007,20231014,5.5,18,22.9,340,340,20231020,20231020,50,234.4,66.52,495.63,,,,,
185,°í»ê,2023-11,13.7,16.5,10.9,25.5,4.8,20231104,20231130,11.6,25.8,5,20231105,20231124,8,69,44,20231117,44.6,22.5,,,20231106,,,9,30,37.1,320,290,20231117,20231117,320,136.3,43.35,291.43,,,,,
185,°í»ê,2023-12,9.6,12.2,7.1,22,-.6,20231210,20231221,9.1,21.3,4.3,20231211,20231222,4.7,73,39,20231207,74,16,,,20231210,,,8.9,27.5,33.2,290,290,20231216,20231216,320,79.2,25.49,187.1,,,,,
185,°í»ê,2024-01,7.9,10.2,5.5,17.2,-.8,20240131,20240123,7.7,15.9,4.1,20240118,20240122,2.5,70,43,20240113,40.1,11,,,20240120,,,8.3,25.7,34.3,320,320,20240123,20240123,320,101.9,32.15,238.77,,,,,
185,°í»ê,2024-02,9.5,11.8,7.4,17,4,20240219,20240216,9.5,18.6,4.9,20240218,20240215,5.6,78,41,20240211,94.9,15.1,,,20240201,,,6.7,27.7,31.5,340,340,20240205,20240205,50,64.7,20.28,214.79,,,,,
185,°í»ê,2024-03,10.4,13.3,7.7,17.9,1.2,20240323,20240301,9.4,16.9,2.6,20240328,20240316,5.1,72,16,20240316,74.8,26,,,20240328,,,7,21.1,28,340,290,20240319,20240325,320,151.2,40.63,424.11,,,,,
185,°í»ê,2024-04,15.5,18.6,13,22.6,10.2,20240428,20240410,14.5,22.1,6.5,20240429,20240419,12.3,83,36,20240401,118.8,51.9,18.9,11.3,20240429,20240429,20240429,4.5,15.5,22.9,160,160,20240420,20240420,140,147.4,37.68,461.09,,,,,
185,°í»ê,2024-05,17.7,20.9,15,25.6,11.6,20240519,20240502,15.6,25,6.5,20240526,20240520,13.4,77,27,20240520,135.3,83.3,14.6,5.9,20240505,20240505,20240505,5.4,20.7,24.4,320,320,20240516,20240516,140,252.9,58.7,689.65,,,,,
185,°í»ê,2024-06,21.3,23.7,19.4,27.6,15.6,20240614,20240605,22.2,29.8,11.4,20240629,20240603,18.9,88,45,20240619,375.3,127,41.6,13.1,20240620,20240620,20240629,4.3,14,19.9,230,200,20240630,20240630,140,133.7,31.09,472.42,,,,,
185,°í»ê,2024-07,26.2,27.8,24.7,31.6,21.6,20240725,20240712,31.6,36.5,24.1,20240722,20240712,24.9,94,71,20240725,66.7,24.1,15.2,12.7,20240719,20240719,20240719,6,16,19.9,290,290,20240719,20240719,160,141.7,32.39,509.22,,,,,
185,°í»ê,2024-08,28.6,31.4,26.2,33.9,23,20240809,20240816,31,38.7,21.8,20240804,20240813,24.6,80,54,20240813,61.7,15.4,15.3,9.2,20240810,20240810,20240810,4.2,13.8,19.4,160,50,20240820,20240829,110,282.6,68.31,686.08,,,,,
185,°í»ê,2024-09,26.8,30.3,24.1,34.5,19.6,20240910,20240924,27.5,35.2,17.4,20240911,20240929,22.5,78,47,20240929,104,40.6,36.2,20,20240912,20240912,20240912,4.3,16,20.6,200,230,20240921,20240921,110,228,61.47,557.96,,,,,
185,°í»ê,2024-10,20.3,23.1,17.7,27.9,13.5,20241001,20241025,17.9,31.7,8.7,20241018,20241024,15.4,74,44,20241030,110.4,40.9,35.4,13.8,20241022,20241022,20241022,5.4,21.4,25,290,340,20241023,20241023,50,133.4,37.93,391.45,,,,,
185,°í»ê,2024-11,14.9,17.5,12.5,23.5,5.9,20241103,20241127,12.3,22.4,5.2,20241116,20241118,9.3,70,40,20241128,229.3,138.4,,,20241101,,,7.8,28.2,35.3,290,290,20241128,20241128,50,140,44.64,314.95,,,,,
185,°í»ê,2024-12,8.7,10.6,6.7,19.4,2.7,20241202,20241228,6.8,12.5,4.3,20241202,20241219,1.3,61,40,20241201,3.8,1.1,,,20241207,,,10,24.8,30,320,320,20241208,20241208,320,94.3,30.36,234.03,,,,,
185,°í»ê,2025-01,6.8,9.4,4.3,15,-.6,20250114,20250109,6.2,10.6,3.5,20250131,20250109,0,62,39,20250125,21.9,9.6,,,20250127,,,9.2,25.5,32.2,320,340,20250109,20250109,320,124.4,39.19,280,,,,,
185,°í»ê,2025-02,5.2,7.6,2.8,14.3,-2.3,20250228,20250207,6.1,15,3.8,20250212,20250205,-.7,66,23,20250211,62.4,27.5,,,20250201,,,10.7,27.9,36.9,340,340,20250207,20250207,320,102.3,33.18,304.65,,,,,
185,°í»ê,2025-03,10.3,13.1,7.7,20.9,1.7,20250314,20250316,9.4,20.2,3,20250326,20250330,5,72,14,20250314,54.3,15.8,,,20250303,,,7.4,25.7,32.7,320,340,20250318,20250316,320,149.9,40.32,450.63,,,,,
185,°í»ê,2025-04,13.8,17.2,10.8,23.7,7.3,20250421,20250412,11.9,21.3,3.3,20250420,20250427,8.7,74,18,20250427,73.1,32,10.1,3,20250422,20250422,20250422,6.9,29.9,34.9,320,320,20250412,20250412,320,223.1,57.12,614.35,,,,,
185,°í»ê,2025-05,16.5,19.4,14,24.8,10.6,20250520,20250504,15.5,26.8,4.6,20250520,20250505,13.1,82,24,20250505,159.4,56.6,20.7,12.1,20250509,20250501,20250501,5.6,17.4,22.3,290,250,20250509,20250509,320,182.6,42.41,567.7,,,,,
185,°í»ê,2025-06,21.4,23.7,19.3,29.8,15.4,20250630,20250604,23.1,32.2,12.2,20250630,20250606,19.5,90,35,20250605,116.5,24.7,15.5,5.4,20250613,20250613,20250613,4.8,12.6,15.8,320,320,20250603,20250603,200,140.2,32.6,520.74,,,,,
185,°í»ê,2025-07,27.4,30.4,25,34.5,21.9,20250726,20250713,29.5,35.6,21.4,20250718,20250728,23.7,82,41,20250728,68.9,46.3,43.2,13.6,20250718,20250718,20250718,5,13.3,17.1,320,250,20250714,20250727,200,262.5,59.99,701.1,,,,,
185,°í»ê,2025-08,27.9,30.3,25.7,33.5,21.1,20250801,20250811,31.7,36.9,22.5,20250807,20250811,25,85,49,20250801,100.1,41.1,20.4,8,20250811,20250811,20250831,4.7,15.2,19.1,230,230,20250810,20250810,200,238.3,57.5,625.15,,,,,
